x y c
4 2 rgb255=8,5,4
5 2 rgb255=11,4,2
6 2 rgb255=10,3,2
7 2 rgb255=12,5,3
8 2 rgb255=15,7,5
9 2 rgb255=17,8,7
10 2 rgb255=54,41,39
11 2 rgb255=63,49,47
12 2 rgb255=80,66,64
13 2 rgb255=97,83,80
14 2 rgb255=171,157,154
15 2 rgb255=128,113,109
16 2 rgb255=56,39,35
17 2 rgb255=60,42,38
18 2 rgb255=55,38,34
19 2 rgb255=64,46,42
20 2 rgb255=54,37,32
21 2 rgb255=61,43,34
22 2 rgb255=89,66,60
23 2 rgb255=97,73,70
24 2 rgb255=77,59,57
25 2 rgb255=70,61,57
26 2 rgb255=50,45,42
27 2 rgb255=13,8,6
28 2 rgb255=12,7,4
29 2 rgb255=8,3,1
30 2 rgb255=9,4,1
31 2 rgb255=9,3,1
0 1 rgb255=10,10,10
1 1 rgb255=9,9,9
2 1 rgb255=7,7,7
3 1 rgb255=7,7,7
4 1 rgb255=11,8,7
5 1 rgb255=27,20,18
6 1 rgb255=31,24,23
7 1 rgb255=39,31,30
8 1 rgb255=55,48,46
9 1 rgb255=51,42,41
10 1 rgb255=36,23,21
11 1 rgb255=58,42,39
12 1 rgb255=72,56,54
13 1 rgb255=61,46,43
14 1 rgb255=125,110,107
15 1 rgb255=176,159,156
16 1 rgb255=92,73,69
17 1 rgb255=67,49,45
18 1 rgb255=52,33,29
19 1 rgb255=69,50,47
20 1 rgb255=64,45,40
21 1 rgb255=71,50,42
22 1 rgb255=87,62,57
23 1 rgb255=73,49,46
24 1 rgb255=31,14,12
25 1 rgb255=29,20,17
26 1 rgb255=67,64,59
27 1 rgb255=22,21,18
28 1 rgb255=3,3,1
29 1 rgb255=3,3,1
30 1 rgb255=4,4,0
31 1 rgb255=5,4,1
0 0 rgb255=11,11,11
1 0 rgb255=8,8,8
2 0 rgb255=6,6,6
3 0 rgb255=6,6,6
4 0 rgb255=9,9,7
5 0 rgb255=18,17,14
6 0 rgb255=32,30,26
7 0 rgb255=51,47,44
8 0 rgb255=70,64,62
9 0 rgb255=76,67,65
10 0 rgb255=78,61,58
11 0 rgb255=79,60,57
12 0 rgb255=72,53,50
13 0 rgb255=52,34,31
14 0 rgb255=61,42,40
15 0 rgb255=121,101,98
16 0 rgb255=93,73,69
17 0 rgb255=72,51,48
18 0 rgb255=68,48,44
19 0 rgb255=62,42,39
20 0 rgb255=61,40,37
21 0 rgb255=67,43,39
22 0 rgb255=77,52,49
23 0 rgb255=65,43,40
24 0 rgb255=45,27,23
25 0 rgb255=38,24,20
26 0 rgb255=34,24,21
27 0 rgb255=14,9,6
28 0 rgb255=6,6,3
29 0 rgb255=5,7,3
30 0 rgb255=4,4,3
31 0 rgb255=7,4,4
